n,scen_dir,search_name,mean_times,ci95_times,mean_expanded,ci95_expanded
512,maze,astar,0.7824016312501044,0.0774953274064319,242856.25,18771.934294014274
512,maze,jps,0.1992810340995978,0.0055146199244484675,11005.033333333333,3248.0034340986776
512,random,astar,0.28459440594181484,0.012014161913419783,92747.42857142857,4138.386310996951
512,random,jps,0.2630844048419801,0.010332097837985076,32524.9,1891.100833713436
512,room,astar,0.5497878823254723,0.048216612940581695,160360.85,13042.79982766588
512,room,jps,0.1944341291040473,0.013812280239862503,3816.7,1456.4381675434533
