n,search_name,mean_times,ci95_times,mean_expanded,ci95_expanded
512,astar,2.2404175009190416e-05,1.3534179716369719e-06,3.566666666666667,0.207122331318279
512,jps,0.0007217638839695913,0.00023385830308237998,2.4583333333333335,0.10083005180205566
