n,scen_dir,search_name,mean_times,ci95_times,mean_expanded,ci95_expanded
512,maze,astar,0.44804238543147223,0.09118487932319337,137988.66666666666,25803.892469631868
512,maze,jps,0.11801000006671529,0.019662865647204392,6365.55,2440.845273545758
512,random,astar,0.08591004051600716,0.02119956485406055,28002.942857142858,7020.513860643106
512,random,jps,0.07842976307022452,0.019213223729653152,10104.742857142857,2586.9951380376597
512,room,astar,0.15314769900069222,0.0556246261492285,45135.975,16365.106899282337
512,room,jps,0.058242661571421196,0.020045347809052327,1291.025,661.2077725565581
