n,scen_dir,search_name,mean_times,ci95_times,mean_expanded,ci95_expanded
128,weighted-map,astarw,4.345959544003967,2.0630733099111285,2069.5555555555557,1069.811576522105
128,weighted-map,jpsw,0.9343343703868514,0.5185688702750323,367.22222222222223,208.87607761576058
